HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
9.175999641,-0.067000002,4.974999905,-1.741000056,3.898999929,1.065999985,2.673000097
6.697999954,0.268000007,2.664999962,-2.131999969,3.381000042,1.340000033,2.180999994
5.625999928,-0.335000008,1.812000036,-2.131999969,3.471999884,1.248999953,1.054999948
7.234000206,-0.134000003,3.482000113,-2.239000082,3.441999912,1.097000003,1.828999996
8.104999542,-0.201000005,4.725999832,-2.131999969,3.289999962,1.097000003,1.476999998
7.501999855,0,4.157999992,-0.816999972,3.654999971,1.156999946,1.19599998
7.568999767,0.469000012,3.872999907,-1.491999984,3.471999884,1.218000054,2.180999994
8.43900013,0.536000013,5.152999878,-1.812000036,3.563999891,1.156999946,3.095000029
7.703000069,0,4.725999832,-1.207999945,3.229000092,1.065999985,4.150000095
6.362999916,0.536000013,3.552999973,-1.350000024,2.984999895,1.126999974,4.290999889
7.636000156,0.134000003,4.122000217,-1.883000016,3.046000004,0.975000024,3.657999992
7.099999905,0.201000005,3.802000046,-1.065999985,2.954999924,1.065999985,3.588000059
7.769999981,0.335000008,4.868000031,-1.527999997,3.381000042,1.156999946,3.305999994
8.43900013,-0.335000008,5.578999996,-0.675000012,3.137000084,1.097000003,3.095000029
9.109000206,-0.201000005,6.040999889,-1.84800005,3.137000084,1.097000003,2.532000065
8.23900032,0.067000002,5.046000004,-0.711000025,3.046000004,1.036000013,2.602999926
7.636000156,-0.536000013,4.65500021,-1.669999957,2.984999895,1.036000013,2.813999891
6.296000004,-0.736999989,3.447000027,-2.239000082,2.772000074,0.852999985,3.165999889
6.764999866,-0.870999992,4.441999912,-1.883000016,2.954999924,0.883000016,4.010000229
7.703000069,-0.938000023,4.868000031,-1.953999996,2.924000025,0.852999985,3.588000059
8.23900032,-1.072000027,5.117000103,-2.381000042,3.046000004,0.791999996,3.588000059
8.640000343,-1.139000058,5.543000221,-2.381000042,3.197999954,0.760999978,3.377000093
9.845999718,-1.072000027,6.43200016,-2.415999889,3.319999933,0.760999978,2.532000065
9.779000282,-1.072000027,6.361000061,-2.309999943,3.441999912,0.760999978,2.884000063
9.979999542,-1.139000058,6.254000187,-2.523000002,3.411000013,0.944000006,3.868999958
9.979999542,-1.273000002,6.289999962,-2.736000061,3.625,0.852999985,4.501999855
10.11400032,-1.60800004,6.361000061,-2.914000034,3.625,0.760999978,4.78399992
9.31000042,-1.807999969,6.040999889,-3.019999981,3.319999933,0.700999975,4.994999886
9.444000244,-2.27699995,6.183000088,-3.269000053,3.349999905,0.670000017,5.55700016
9.845999718,-1.807999969,6.324999809,-3.055999994,3.503000021,0.670000017,5.416999817
10.11400032,-1.807999969,6.573999882,-3.019999981,3.654999971,0.670000017,5.768000126
10.31499958,-1.60800004,6.538000107,-2.948999882,3.71600008,0.670000017,6.190999985
10.11400032,-1.807999969,6.538000107,-2.948999882,3.503000021,0.639999986,6.190999985
9.779000282,-1.875,6.361000061,-3.055999994,3.441999912,0.700999975,5.839000225
9.711999893,-1.60800004,6.324999809,-2.948999882,3.349999905,0.731000006,6.40199995
9.376999855,-1.807999969,6.076000214,-3.019999981,3.319999933,0.700999975,6.612999916
8.774000168,-1.942000031,5.828000069,-3.055999994,3.015000105,0.639999986,6.541999817
8.706999779,-1.340000033,5.756999969,-2.559000015,2.954999924,0.609000027,6.472000122
8.371999741,-2.477999926,5.862999916,-3.660000086,2.924000025,0.609000027,4.572999954
10.24800014,-1.60800004,8.065999985,-1.56400001,2.740999937,0.609000027,3.305999994
10.64999962,-0.335000008,8.102000237,-1.953999996,2.650000095,0.518000007,3.51699996
10.85099983,-0.335000008,8.598999977,-1.669999957,2.467000008,0.486999989,4.079999924
9.51099968,0,7.106999874,-1.77699995,2.437000036,0.518000007,4.221000195
9.979999542,-0.335000008,8.173000336,-1.386000037,2.315000057,0.486999989,4.150000095
10.71700001,0.602999985,8.421999931,-1.136999965,2.193000078,0.456999987,5.416999817
12.25699997,0.870999992,9.949999809,-0.284000009,2.253999949,0.518000007,4.572999954
12.39099979,0.80400002,9.949999809,-0.603999972,2.101999998,0.518000007,4.712999821
11.65499973,0.938000023,9.949999809,-0.213,2.101999998,0.518000007,4.854000092
10.64999962,-0.067000002,7.923999786,-1.70599997,2.071000099,0.518000007,5.276000023
11.38700008,0.938000023,9.772000313,0.107000001,2.28399992,0.639999986,5.346000195
11.98900032,0.938000023,9.274999619,-0.462000012,1.949000001,0.518000007,5.486999989
10.7840004,0.80400002,8.777000427,-0.462000012,1.91900003,0.518000007,5.205999851
11.65499973,0.80400002,9.913999557,-0.071000002,1.827999949,0.518000007,6.261000156
11.25300026,0.469000012,9.06099987,-0.497000009,1.827999949,0.486999989,6.330999851
10.98499966,0.335000008,9.31000042,-0.603999972,1.76699996,0.547999978,5.768000126
11.38700008,0.670000017,9.204000473,-0.497000009,1.827999949,0.547999978,5.486999989
11.31999969,0.602999985,8.883999825,-0.924000025,1.76699996,0.547999978,5.697999954
10.71700001,0.536000013,8.777000427,-0.745999992,1.735999942,0.547999978,5.416999817
11.11900043,0.469000012,8.777000427,-0.569000006,1.674999952,0.547999978,4.994999886
11.18599987,0.067000002,8.847999573,-0.497000009,1.70599997,0.547999978,4.150000095
11.25300026,0.736999989,9.559000015,0,1.85800004,0.609000027,3.51699996
9.979999542,0.134000003,7.710999966,-1.243999958,1.797000051,0.578999996,3.025000095
10.64999962,0.40200001,8.527999878,-0.924000025,1.674999952,0.518000007,2.673000097
11.38700008,0.938000023,9.559000015,-0.248999998,1.644999981,0.456999987,2.461999893
9.779000282,0.602999985,7.960000038,-1.491999984,1.827999949,0.547999978,2.743999958
10.85099983,0.40200001,8.777000427,-1.136999965,1.76699996,0.547999978,2.884000063
9.376999855,0,7.390999794,-1.84800005,1.644999981,0.518000007,2.884000063
9.041999817,0,7.249000072,-1.953999996,1.76699996,0.578999996,2.461999893
9.31000042,-1.004999995,7.461999893,-1.527999997,1.949000001,0.670000017,2.039999962
9.376999855,-0.870999992,7.782000065,-1.56400001,2.040999889,0.639999986,2.180999994
10.04699993,-0.602999985,7.994999886,-1.63499999,1.888000011,0.578999996,2.743999958
8.975000381,-0.067000002,7.071000099,-1.386000037,2.00999999,0.639999986,3.377000093
9.779000282,-0.134000003,7.676000118,-1.421000004,2.101999998,0.639999986,3.938999891
9.979999542,-0.067000002,7.568999767,-1.63499999,2.00999999,0.578999996,4.221000195
10.11400032,0,7.994999886,-1.207999945,2.223999977,0.639999986,4.221000195
11.5880003,0.268000007,9.204000473,-1.207999945,2.071000099,0.578999996,3.447000027
10.44900036,-0.134000003,7.427000046,-2.167999983,2.528000116,0.639999986,3.657999992
10.7840004,-0.268000007,7.676000118,-1.84800005,2.497999907,0.700999975,3.51699996
11.65499973,-0.067000002,8.38599968,-2.096999884,2.618999958,0.670000017,3.727999926
12.12300014,-0.201000005,8.989999771,-1.207999945,3.229000092,0.670000017,3.938999891
11.5880003,0,8.38599968,-1.77699995,3.259000063,0.731000006,4.221000195
11.52099991,-0.268000007,8.279999733,-1.669999957,3.319999933,0.760999978,4.572999954
12.45800018,0.670000017,8.706000328,-1.207999945,3.686000109,0.883000016,4.290999889
11.92199993,0.602999985,7.994999886,-1.243999958,3.167999983,0.731000006,4.010000229
11.85499954,0.670000017,7.747000217,-0.639999986,3.107000113,0.852999985,4.079999924
10.04699993,0.870999992,7.143000126,-0.782000005,3.167999983,0.975000024,3.727999926
9.711999893,0.736999989,6.857999802,-0.675000012,2.984999895,0.760999978,4.221000195
10.38199997,0.670000017,6.894000053,-0.852999985,3.075999975,1.097000003,3.727999926
7.166999817,-0.736999989,4.868000031,-2.239000082,2.954999924,0.700999975,3.588000059
7.368000031,-0.80400002,4.477000237,-1.70599997,2.832999945,0.731000006,4.150000095
7.636000156,-0.067000002,4.477000237,-1.77699995,2.984999895,0.852999985,4.361999989
7.636000156,-0.670000017,4.300000191,-0.639999986,3.015000105,0.760999978,4.643000126
7.032999992,-0.670000017,3.339999914,-1.70599997,3.229000092,1.004999995,5.135000229
6.764999866,0,3.730999947,-1.77699995,3.289999962,0.731000006,4.994999886
7.368000031,0.201000005,3.517999887,-0.958999991,3.77699995,1.004999995,5.486999989
6.831999779,0.268000007,2.096999884,-0.782000005,3.471999884,0.731000006,5.55700016
2.411000013,0.268000007,-0.888000011,-0.711000025,3.319999933,0.670000017,5.839000225
-1.807999969,-0.067000002,-5.188000202,-0.532999992,3.229000092,0.731000006,6.683000088
-0.602999985,-0.134000003,-3.092000008,-1.136999965,2.832999945,0.670000017,6.964000225
-1.942000031,-0.201000005,-4.762000084,-1.84800005,2.772000074,0.700999975,7.315999985
-1.741000056,0,-4.051000118,-1.421000004,2.437000036,0.639999986,7.456999779
-3.750999928,0.80400002,-6.502999783,0.035999998,2.984999895,0.944000006,7.245999813
2.812999964,0.469000012,-0.711000025,-1.031000018,2.954999924,1.218000054,7.737999916
5.827000141,0.067000002,2.273999929,-1.457000017,2.954999924,1.340000033,8.37100029
6.56400013,0.134000003,2.948999882,-1.70599997,3.137000084,1.097000003,8.300999641
6.497000217,0.469000012,3.305000067,-1.172999978,3.229000092,1.004999995,7.809000015
5.290999889,-0.134000003,2.486999989,-1.457000017,3.259000063,1.248999953,7.809000015
5.290999889,0.268000007,2.451999903,-1.63499999,3.381000042,1.248999953,8.090000153
5.090000153,0.134000003,2.239000082,-0.711000025,3.349999905,1.156999946,8.020000458
4.889999866,-0.201000005,2.025000095,-1.279000044,3.015000105,1.004999995,7.948999882
4.622000217,0.268000007,1.421000004,-1.315000057,2.894000053,1.097000003,7.879000187
4.085999966,-0.067000002,1.101999998,-1.491999984,3.259000063,1.248999953,8.300999641
3.88499999,-0.201000005,0.924000025,-1.527999997,2.984999895,0.883000016,8.37100029
3.415999889,-0.469000012,0.425999999,-1.883000016,3.015000105,1.036000013,9.286000252
3.617000103,-0.536000013,0.603999972,-1.70599997,3.229000092,1.187999964,9.567000389
3.617000103,-1.072000027,1.136999965,-1.70599997,2.437000036,0.731000006,10.27099991
2.812999964,-0.938000023,-0.213,-1.99000001,2.497999907,0.731000006,9.918999672
4.622000217,-1.072000027,2.594000101,-2.131999969,2.650000095,0.700999975,10.19999981
6.027999878,-1.273000002,3.517999887,-2.273999929,2.832999945,0.670000017,10.27099991
6.697999954,-1.406999946,3.980000019,-2.415999889,3.046000004,0.700999975,9.918999672
7.501999855,-1.473999977,4.300000191,-2.381000042,3.137000084,0.639999986,10.06000042
8.038000107,-1.473999977,5.010000229,-2.486999989,3.075999975,0.578999996,10.55200005
8.23900032,-1.60800004,5.295000076,-2.630000114,2.924000025,0.486999989,10.55200005
8.104999542,-1.942000031,5.295000076,-2.772000074,2.802000046,0.518000007,10.27099991
8.505999565,-2.210000038,5.507999897,-3.197999954,2.984999895,0.547999978,10.06000042
8.975000381,-2.075999975,5.862999916,-2.984999895,3.046000004,0.486999989,9.074999809
9.31000042,-1.60800004,6.218999863,-2.700999975,3.075999975,0.518000007,8.934000015
9.578000069,-1.741000056,6.395999908,-2.806999922,3.229000092,0.456999987,8.442000389
9.979999542,-1.60800004,6.502999783,-2.806999922,3.381000042,0.547999978,8.090000153
9.51099968,-1.807999969,6.395999908,-2.806999922,3.107000113,0.486999989,7.948999882
9.51099968,-1.139000058,6.467000008,-2.167999983,3.075999975,0.425999999,8.442000389
8.171999931,0.268000007,5.68599987,0.213,2.984999895,0.486999989,8.090000153
8.572999954,1.072000027,5.721000195,0.178000003,2.832999945,0.486999989,8.159999847
8.640000343,1.139000058,5.791999817,0.319999993,2.832999945,0.456999987,8.442000389
8.171999931,0.536000013,5.507999897,-0.639999986,2.680000067,0.456999987,8.230999947
10.24800014,0.80400002,7.639999866,0.071000002,2.559000015,0.456999987,8.581999779
11.11900043,2.210000038,8.456999779,1.350000024,2.497999907,0.486999989,8.159999847
11.05200005,2.545000076,8.598999977,1.386000037,2.467000008,0.486999989,8.300999641
10.18099976,1.473999977,7.81799984,0.603999972,2.253999949,0.456999987,8.722999573
9.779000282,2.210000038,7.710999966,0.816999972,2.163000107,0.456999987,8.159999847
10.44900036,3.415999889,8.350999832,1.63499999,2.650000095,0.700999975,8.159999847
12.6590004,4.085999966,9.949999809,2.630000114,2.680000067,0.760999978,8.159999847
11.38700008,3.818000078,8.883999825,2.131999969,2.588999987,0.760999978,8.020000458
12.85999966,4.354000092,10.3409996,2.878000021,2.497999907,0.791999996,8.300999641
14.53499985,4.019000053,9.097000122,2.239000082,4.903999805,1.218000054,8.300999641
14.40100002,6.697999954,9.701000214,3.517999887,4.721000195,2.163000107,8.512000084
15.20400047,4.487999916,9.737000465,2.630000114,4.994999886,1.401000023,8.652999878
14.33399963,4.085999966,10.05599976,2.630000114,4.994999886,1.401000023,9.215000153
15.40499973,4.554999828,10.44699955,2.523000002,4.782000065,1.309999943,9.355999947
13.39599991,5.022999763,8.777000427,2.630000114,4.903999805,1.583999991,9.215000153
13.93200016,4.956999779,9.274999619,2.309999943,4.842999935,1.340000033,9.496999741
14.73600006,5.625999928,10.27000046,3.163000107,4.690999985,1.340000033,9.074999809
13.19499969,4.152999878,8.31499958,2.273999929,4.598999977,1.279000044,8.793000221
14.19999981,5.492000103,9.026000023,2.523000002,4.538000107,1.371000051,8.793000221
13.73099995,4.756000042,9.487999916,2.486999989,4.690999985,1.340000033,9.286000252
15.06999969,5.022999763,10.5539999,3.127000093,4.477000237,1.371000051,8.86400032
13.06099987,5.022999763,8.883999825,2.772000074,4.386000156,1.309999943,8.793000221
13.12800026,5.090000153,9.06099987,2.842999935,4.416999817,1.371000051,8.934000015
13.19499969,3.951999903,8.598999977,2.594000101,4.416999817,1.401000023,9.00399971
13.19499969,4.68900013,8.918999672,2.273999929,4.295000076,1.371000051,9.215000153
13.59700012,4.421000004,9.168000221,2.559000015,4.477000237,1.279000044,9.074999809
13.4630003,4.756000042,9.23900032,2.594000101,4.324999809,1.218000054,9.215000153
12.85999966,4.487999916,8.706000328,2.345000029,4.203000069,1.279000044,9.496999741
13.39599991,3.549999952,8.812999725,1.91900003,4.263999939,1.309999943,8.934000015
14.2670002,4.756000042,9.949999809,2.914000034,4.324999809,1.218000054,9.215000153
12.99400043,3.348999977,8.031000137,1.70599997,4.386000156,1.371000051,9.286000252
13.32900047,4.622000217,9.31000042,2.486999989,4.447000027,1.309999943,9.918999672
14.80300045,5.223999977,10.27000046,3.233999968,4.690999985,1.432000041,10.06000042
13.73099995,3.951999903,8.954999924,2.415999889,4.842999935,1.462000012,9.918999672
14.33399963,4.085999966,9.204000473,2.486999989,4.630000114,1.309999943,9.425999641
13.39599991,4.287000179,8.883999825,2.203000069,4.842999935,1.309999943,9.918999672
14.13300037,4.21999979,8.598999977,2.594000101,4.782000065,1.432000041,9.567000389
14.80300045,4.68900013,9.593999863,1.84800005,5.147999763,1.462000012,9.286000252
16.6779995,4.554999828,11.47799969,2.806999922,5.329999924,1.248999953,9.496999741
16.94599915,4.487999916,11.54899979,2.630000114,5.208000183,1.340000033,9.425999641
17.81699944,5.425000191,11.76200008,3.339999914,5.513000011,1.462000012,9.496999741
17.01300049,5.022999763,11.83300018,2.948999882,5.452000141,1.065999985,9.425999641
16.34300041,5.760000229,11.01599979,3.552999973,5.696000099,1.70599997,9.496999741
15.73999977,2.947000027,9.843000412,0.532999992,5.635000229,1.644999981,9.286000252
10.18099976,1.807999969,6.644999981,0.248999998,3.046000004,1.004999995,9.777999878
8.505999565,1.875,5.578999996,0.213,3.197999954,1.004999995,10.19999981
7.368000031,2.477999926,4.441999912,0.995000005,3.289999962,1.036000013,10.69299984
6.697999954,2.27699995,3.517999887,0.816999972,3.197999954,1.279000044,10.83300018
5.357999802,1.20599997,1.421000004,0.071000002,3.046000004,1.097000003,11.25599957
2.142999887,1.406999946,-1.315000057,0.035999998,3.046000004,1.126999974,11.32600021
0.602999985,2.210000038,-2.415999889,0.675000012,2.467000008,0.883000016,10.48200035
-1.072000027,1.674000025,-4.051000118,0.107000001,2.375999928,0.822000027,11.60700035
-2.746000051,1.340000033,-5.436999798,0.248999998,2.437000036,0.822000027,11.95899963
-2.210000038,0.536000013,-5.329999924,0.178000003,2.467000008,0.852999985,12.23999977
-2.746000051,1.807999969,-5.862999916,0.603999972,3.107000113,1.187999964,12.52200031
-2.611999989,1.942000031,-5.96999979,0.319999993,3.107000113,0.852999985,11.88899994
-2.746000051,2.075999975,-6.644999981,0.248999998,3.075999975,0.791999996,12.38099957
-3.08100009,1.875,-6.005000114,-0.035999998,2.984999895,1.004999995,11.74800014
-5.69299984,0.80400002,-8.421999931,0.071000002,2.832999945,0.760999978,11.04399967
-6.09499979,0.938000023,-9.204000473,-0.603999972,2.588999987,0.731000006,11.67800045
-8.23900032,0.536000013,-10.58899975,-0.248999998,2.497999907,0.760999978,11.60700035
-5.022999763,0.670000017,-7.355999947,-0.071000002,2.28399992,0.700999975,11.5369997
-6.764999866,0.40200001,-9.168000221,-0.532999992,2.163000107,0.883000016,12.02900028
-5.492000103,1.473999977,-8.706000328,0.248999998,2.405999899,0.944000006,11.39599991
-5.827000141,1.807999969,-8.244000435,0.603999972,2.223999977,0.852999985,11.32600021
-4.68900013,2.210000038,-7.568999767,0.497000009,2.253999949,0.883000016,10.90400028
-6.027999878,1.741000056,-8.244000435,0.284000009,2.315000057,1.036000013,12.02900028
-4.68900013,1.741000056,-7.355999947,0.425999999,2.437000036,1.097000003,12.80300045
-4.956999779,1.60800004,-6.681000233,-0.071000002,2.375999928,0.760999978,11.88899994
-4.019000053,1.541000009,-6.324999809,0,2.315000057,0.913999975,12.7329998
-3.617000103,1.139000058,-5.436999798,0.284000009,2.163000107,0.822000027,13.29599953
-2.210000038,1.004999995,-4.974999905,-0.675000012,2.223999977,0.822000027,12.7329998
-1.541000009,0.938000023,-4.477000237,-0.497000009,2.437000036,0.883000016,12.31099987
-1.875,0.067000002,-4.370999813,-1.065999985,2.467000008,0.913999975,11.88899994
-0.736999989,-0.067000002,-3.339999914,-1.315000057,2.680000067,1.126999974,11.32600021
-0.335000008,-0.134000003,-2.984999895,-1.883000016,2.650000095,1.156999946,11.18500042
0.469000012,-0.536000013,-2.131999969,-1.491999984,2.618999958,1.065999985,11.39599991
1.674000025,-0.268000007,-1.065999985,-1.457000017,3.015000105,1.004999995,11.67800045
3.08100009,-0.201000005,0.391000003,-1.279000044,2.954999924,1.156999946,10.83300018
4.956999779,-0.067000002,2.523000002,-1.457000017,3.229000092,1.036000013,11.88899994
6.09499979,-0.40200001,2.878000021,-1.77699995,3.259000063,1.004999995,12.02900028
7.032999992,-0.602999985,3.660000086,-1.63499999,3.381000042,0.975000024,11.60700035
7.636000156,-0.670000017,4.122000217,-2.131999969,3.441999912,1.065999985,11.46700001
7.836999893,-0.870999992,4.584000111,-2.167999983,3.229000092,0.975000024,12.17000008
8.305999756,-0.870999992,5.010000229,-2.203000069,3.107000113,0.883000016,11.88899994
8.305999756,-1.273000002,5.223999977,-2.415999889,3.075999975,0.883000016,11.88899994
8.572999954,-1.004999995,5.507999897,-1.883000016,3.259000063,0.852999985,11.32600021
9.243000031,-0.870999992,6.111999989,-2.131999969,3.349999905,0.822000027,10.97399998
9.711999893,-0.736999989,6.040999889,-2.203000069,3.594000101,1.036000013,10.97399998
9.711999893,-0.736999989,6.076000214,-2.239000082,3.594000101,0.883000016,10.90400028
9.645000458,-0.736999989,6.147999763,-2.167999983,3.471999884,0.913999975,10.83300018
9.779000282,-0.736999989,6.183000088,-2.239000082,3.625,0.913999975,10.55200005
6.296000004,-1.004999995,5.721000195,-2.131999969,0.425999999,0.975000024,10.48200035
10.24800014,-0.536000013,5.828000069,-2.345000029,4.386000156,1.187999964,10.19999981
9.845999718,-0.670000017,5.756999969,-2.273999929,4.111999989,1.097000003,10.06000042
10.24800014,-0.736999989,6.361000061,-1.99000001,3.99000001,1.126999974,10.13000011
10.18099976,-0.201000005,6.254000187,-2.559000015,3.868000031,0.944000006,10.19999981
9.645000458,-0.469000012,5.899000168,-2.025000095,3.532999992,1.004999995,10.27099991
9.243000031,-0.335000008,6.183000088,-1.91900003,3.411000013,1.187999964,9.98900032
8.171999931,-0.736999989,4.93900013,-2.594000101,3.319999933,1.036000013,9.848999977
9.845999718,-0.201000005,6.610000134,-1.527999997,3.289999962,1.004999995,9.777999878
10.44900036,-0.201000005,7.143000126,-0.995000005,3.137000084,1.004999995,9.708000183
11.85499954,0.469000012,8.741999626,-0.958999991,3.229000092,1.036000013,9.567000389
10.38199997,-0.268000007,8.244000435,-0.958999991,2.28399992,0.822000027,10.06000042
11.05200005,0.736999989,8.493000031,-0.497000009,2.467000008,0.883000016,10.13000011
10.31499958,0.870999992,7.888999939,-0.603999972,2.375999928,0.852999985,10.19999981
9.175999641,0.335000008,7.106999874,-1.527999997,2.28399992,0.852999985,9.848999977
10.7840004,0.80400002,8.208999634,-0.354999989,2.101999998,0.731000006,10.13000011
10.11400032,0.80400002,8.31499958,-0.497000009,2.071000099,0.731000006,9.777999878
9.243000031,0.335000008,6.644999981,-0.675000012,2.163000107,0.760999978,9.215000153
10.38199997,0.670000017,7.994999886,-0.532999992,1.980000019,0.700999975,9.425999641
9.979999542,0.736999989,8.137999535,-0.391000003,1.827999949,0.760999978,9.355999947
9.041999817,0.201000005,7.071000099,-0.603999972,2.101999998,0.731000006,9.074999809
10.04699993,0.80400002,7.853000164,-0.569000006,1.827999949,0.791999996,9.496999741
9.444000244,0.268000007,7.923999786,-1.065999985,1.70599997,0.731000006,9.777999878
9.645000458,0.870999992,7.639999866,-0.319999993,1.70599997,0.760999978,9.708000183
10.11400032,1.139000058,8.456999779,-0.107000001,1.70599997,0.760999978,9.777999878
10.7840004,1.20599997,8.56400013,-0.462000012,1.70599997,0.731000006,9.145000458
9.979999542,0.938000023,8.102000237,-0.213,1.85800004,0.791999996,9.215000153
10.31499958,1.004999995,8.350999832,-0.391000003,1.91900003,0.791999996,9.074999809
10.24800014,1.340000033,8.279999733,-0.497000009,1.85800004,0.822000027,8.934000015
11.52099991,1.139000058,9.772000313,-0.071000002,1.70599997,1.036000013,8.722999573
10.11400032,0.602999985,7.604000092,-0.675000012,1.949000001,0.852999985,8.722999573
10.04699993,1.072000027,7.639999866,-0.142000005,2.00999999,0.913999975,8.652999878
10.91800022,1.273000002,8.989999771,-0.213,1.91900003,0.975000024,8.442000389
9.243000031,0.602999985,7.390999794,-1.172999978,2.071000099,0.975000024,8.722999573
10.24800014,1.273000002,8.421999931,-0.462000012,2.00999999,0.944000006,9.074999809
10.04699993,0.335000008,7.710999966,-0.675000012,2.131999969,1.004999995,8.722999573
9.779000282,0,6.965000153,-1.527999997,2.071000099,0.975000024,8.652999878
9.779000282,0.670000017,6.857999802,-0.888000011,2.071000099,0.944000006,8.37100029
9.845999718,0.40200001,8.137999535,-0.995000005,2.040999889,0.822000027,8.300999641
10.24800014,0.469000012,7.676000118,-1.279000044,2.193000078,0.852999985,8.652999878
11.18599987,0.938000023,8.173000336,-0.924000025,2.163000107,0.822000027,8.37100029
8.774000168,0.201000005,6.822999954,-1.279000044,2.315000057,0.913999975,8.37100029
11.45400047,0.268000007,8.493000031,-0.532999992,2.437000036,0.913999975,8.442000389
13.26200008,1.340000033,9.737000465,-0.284000009,2.894000053,0.913999975,8.512000084
12.18999958,0.938000023,9.097000122,-0.071000002,3.381000042,0.975000024,8.581999779
12.32400036,1.139000058,8.847999573,-0.354999989,3.471999884,1.036000013,8.86400032
10.91800022,0.602999985,6.894000053,-0.532999992,3.441999912,1.126999974,8.86400032
9.175999641,1.273000002,5.862999916,-0.248999998,3.503000021,1.065999985,9.074999809
7.301000118,0.134000003,2.700999975,-1.350000024,3.319999933,1.126999974,9.145000458
5.760000229,0.134000003,1.741000056,-1.315000057,3.654999971,1.187999964,9.425999641
3.348999977,0.067000002,0.248999998,-1.243999958,3.381000042,1.218000054,9.496999741
2.210000038,0.938000023,-0.745999992,-0.354999989,3.137000084,1.248999953,9.215000153
0.80400002,0.80400002,-1.99000001,-0.711000025,3.107000113,1.156999946,9.567000389
-0.268000007,1.20599997,-3.092000008,-0.035999998,2.832999945,1.036000013,10.27099991
-0.602999985,1.541000009,-3.660000086,0.178000003,2.954999924,1.097000003,11.18500042
-2.075999975,1.875,-5.295000076,-0.213,2.984999895,1.248999953,11.67800045
-2.611999989,1.807999969,-5.614999771,0.319999993,2.924000025,1.065999985,12.31099987
-2.075999975,1.674000025,-5.96999979,0.569000006,3.289999962,1.097000003,11.60700035
-2.477999926,2.344000101,-6.040999889,0.178000003,3.167999983,1.248999953,10.83300018
-3.348999977,2.075999975,-7.284999847,0.532999992,3.625,1.218000054,11.25599957
-3.549999952,1.541000009,-7.604000092,1.136999965,3.471999884,1.126999974,11.88899994
-4.756000042,1.340000033,-8.208999634,0,3.411000013,1.004999995,12.31099987
-6.429999828,1.674000025,-9.345999718,-0.071000002,3.015000105,0.883000016,12.31099987
-7.568999767,0.736999989,-10.3760004,-0.107000001,2.559000015,0.852999985,11.88899994
-8.43900013,1.139000058,-10.97999954,-0.248999998,2.375999928,0.852999985,12.38099957
-6.296000004,1.004999995,-9.416999817,-0.319999993,2.345000029,0.944000006,12.17000008
-6.027999878,1.674000025,-8.31499958,0.248999998,2.345000029,0.913999975,11.67800045
-6.497000217,1.741000056,-9.31000042,0.354999989,2.223999977,0.913999975,11.88899994
-5.625999928,0.80400002,-8.421999931,0.178000003,2.375999928,1.004999995,12.59200001
-6.631000042,1.942000031,-9.06099987,0.569000006,2.559000015,1.036000013,12.6619997
-6.362999916,1.674000025,-8.670999527,0.319999993,2.467000008,1.065999985,13.36600018
-5.894000053,1.541000009,-9.097000122,0.603999972,2.405999899,1.036000013,13.9989996
-5.894000053,1.942000031,-8.847999573,0.071000002,2.618999958,1.036000013,14.06900024
-5.425000191,1.942000031,-8.847999573,0.425999999,2.405999899,1.004999995,14.35099983
-5.559000015,1.273000002,-8.244000435,0.462000012,2.618999958,1.097000003,14.14000034
-4.287000179,0.602999985,-6.467000008,-0.107000001,2.345000029,0.975000024,13.71800041
-2.27699995,0.335000008,-5.295000076,-0.497000009,2.375999928,1.097000003,13.64700031
-2.812999964,1.072000027,-6.005000114,-0.284000009,2.375999928,1.065999985,13.50699997
-3.214999914,0,-5.258999825,-1.315000057,2.193000078,0.822000027,13.29599953
-2.411000013,-0.335000008,-4.868000031,-1.491999984,2.28399992,0.975000024,13.36600018
-0.870999992,-0.40200001,-2.914000034,-1.315000057,2.467000008,1.126999974,13.50699997
4.354000092,-0.736999989,1.279000044,-1.56400001,2.253999949,0.760999978,12.59200001
3.549999952,-0.40200001,1.207999945,-1.386000037,2.528000116,0.852999985,13.36600018
5.492000103,-0.201000005,3.055999994,-1.491999984,2.680000067,0.731000006,13.64700031
6.09499979,-0.670000017,3.127000093,-1.421000004,2.710999966,0.639999986,13.50699997
6.56400013,-1.139000058,4.690999985,-1.99000001,2.710999966,0.578999996,13.64700031
7.301000118,-0.938000023,4.619999886,-1.883000016,2.772000074,0.639999986,13.29599953
7.301000118,-1.072000027,4.584000111,-2.096999884,2.772000074,0.609000027,12.31099987
7.166999817,-1.072000027,4.477000237,-2.167999983,2.740999937,0.609000027,12.38099957
7.903999805,-1.406999946,5.295000076,-2.273999929,2.894000053,0.731000006,12.23999977
8.038000107,-1.004999995,5.010000229,-2.273999929,2.924000025,0.760999978,11.95899963
8.43900013,-1.004999995,5.223999977,-2.239000082,3.259000063,0.700999975,12.02900028
8.572999954,-1.072000027,5.578999996,-2.273999929,2.984999895,0.639999986,11.74800014
8.706999779,-1.004999995,5.578999996,-2.273999929,3.046000004,0.700999975,11.81799984
8.572999954,-1.072000027,5.650000095,-2.273999929,2.954999924,0.670000017,11.74800014
8.505999565,-1.072000027,5.401000023,-2.273999929,3.046000004,0.700999975,11.32600021
